analyst,stock,symbol,call_date,last_buy_date,exit_date,position,actions,entry,current,return_pct,nifty_pct,alpha_pct,status
Kutumba Rao,SMS Pharma,SMSPHARMA.NS,2026-02-12,2026-06-01,,open,Accumulate/Add/Buy,350.8,357.7,2.0,-6.2,8.2,ok
Kutumba Rao,Sona BLW,SONACOMS.NS,2026-08-07,2026-08-07,,open,Buy,818.05,795.0,-2.8,-1.5,-1.3,ok
Kutumba Rao,SP Apparels,,2026-08-20,2026-08-20,,open,Buy,,,,,,no-price
Kutumba Rao,Spic,SPIC.NS,2025-12-09,2025-12-09,,open,Buy,80.4,70.28,-12.6,-6.3,-6.3,ok
Kutumba Rao,Standard Glass Lining,,2026-06-16,2026-06-16,,open,Buy,,,,,,no-price
Kutumba Rao,Steel Exchange India,STEELXIND.NS,2026-04-24,2026-04-24,,open,Buy,9.99,10.85,8.6,1.3,7.3,ok
Kutumba Rao,"Steel / TMT companies (good, strong names)",,2026-04-24,2026-04-24,,open,Buy,,,,,,no-price
Kutumba Rao,Suzlon,SUZLON.NS,2025-12-05,2026-04-20,2026-08-19,closed,Accumulate/Add/Buy,51.74,46.77,-9.6,-8.1,-1.6,ok
Kutumba Rao,Syrma SGS,SYRMA.NS,2026-04-21,2026-04-21,,open,Buy on dip,984.94,1474.1,49.7,-1.5,51.2,ok
Kutumba Rao,Tata Capital,TATACAP.NS,2026-02-09,2026-02-09,,open,Accumulate,350.56,370.65,5.7,-6.4,12.1,ok
Kutumba Rao,Tata Motors (Commercial Vehicle / PV),,2026-04-10,2026-04-10,,open,Buy on dips,,,,,,no-price
Kutumba Rao,Tata Power,TATAPOWER.NS,2026-04-29,2026-04-29,,open,Buy,448.72,364.0,-18.9,0.1,-19.0,ok
Kutumba Rao,TCS,TCS.NS,2026-04-13,2026-04-20,,open,Buy,2426.22,2270.0,-6.4,1.5,-8.0,ok
Kutumba Rao,TD Power Systems,TDPOWERSYS.NS,2026-05-22,2026-05-22,,open,Buy on dips,646.87,727.8,12.5,2.1,10.5,ok
Kutumba Rao,Transformers and Rectifiers (TARIL),TARIL.NS,2026-04-20,2026-04-20,,open,Buy,321.35,304.0,-5.4,-0.6,-4.8,ok
Kutumba Rao,Triveni Engineering,TRIVENI.NS,2026-07-22,2026-07-22,,open,Buy,275.5,285.76,3.7,0.9,2.8,ok
Kutumba Rao,Turtlemint Fintech,TURTLEMINT.NS,2026-08-18,2026-08-18,,open,Buy,145.75,146.86,0.8,0.2,0.5,ok
Kutumba Rao,TVS Motors,TVSMOTOR.NS,2026-04-17,2026-07-15,,open,Add/Buy,3735.8,4464.0,19.5,-0.6,20.1,ok
Kutumba Rao,TVS Supply Chain Solutions,TVSSCS.NS,2026-02-17,2026-02-17,,open,Buy,126.77,132.16,4.3,-5.9,10.2,ok
Kutumba Rao,Ujjivan Small Finance Bank,UJJIVANSFB.NS,2026-05-20,2026-05-20,,open,Add,53.53,68.99,28.9,2.3,26.6,ok
Kutumba Rao,UPL,,2025-12-09,2025-12-09,,open,Accumulate,,,,,,no-price
Kutumba Rao,Valectra,,2026-07-16,2026-07-16,,open,Buy,,,,,,no-price
Kutumba Rao,Varun Beverages (VBL),VBL.NS,2026-05-21,2026-05-21,2026-07-23,closed,Accumulate,519.27,458.54,-11.7,0.9,-12.6,ok
Kutumba Rao,VA Tech Wabag,WABAG.NS,2026-02-25,2026-07-16,,open,Buy,1253.74,2155.3,71.9,-5.0,76.9,ok
Kutumba Rao,Vedanta,VEDL.NS,2025-12-17,2026-02-02,2026-02-20,closed,Accumulate/Add/Buy,560.44,671.24,19.8,-1.0,20.7,ok
Kutumba Rao,Vimta Labs,VIMTALABS.NS,2026-03-18,2026-07-21,,open,Accumulate/Add/Buy,430.11,627.7,45.9,1.8,44.1,ok
Kutumba Rao,Vinati Organics,VINATIORGA.NS,2026-07-13,2026-07-13,,open,Buy,1334.6,1321.5,-1.0,-0.0,-1.0,ok
Kutumba Rao,Vishal Mega Mart,VMM.NS,2026-03-25,2026-04-07,2026-07-13,closed,Accumulate,107.81,116.21,7.8,3.9,3.9,ok
Kutumba Rao,Viyash Scientific (formerly Sequent Scientific),,2026-06-23,2026-06-23,,open,Buy,,,,,,no-price
Kutumba Rao,Waaree Energies,WAAREEENER.NS,2026-02-26,2026-05-25,2026-08-19,closed,Buy,2717.7,2679.0,-1.4,-5.6,4.1,ok
Kutumba Rao,Windlas Biotech,WINDLAS.NS,2026-02-02,2026-02-02,,open,Buy,848.69,978.4,15.3,-3.5,18.8,ok
Kutumba Rao,Yadarth Hospitals,,2026-08-17,2026-08-17,,open,Buy,,,,,,no-price
Kutumba Rao,Yatharth Hospitals,YATHARTH.NS,2026-06-16,2026-06-16,,open,Buy,827.66,965.3,16.6,0.9,15.7,ok
Kranthi,Acutaas Chemical,ACUTAAS.NS,2026-07-24,2026-07-24,,open,Add,3259.5,3257.8,-0.1,1.9,-1.9,ok
Kranthi,Aditya Infotech,CPPLUS.NS,2026-07-27,2026-07-27,,open,Add,3557.8,3530.3,-0.8,0.9,-1.7,ok
Kranthi,Amara Raja,ARE&M.NS,2026-07-02,2026-07-02,,open,Add,857.61,920.75,7.4,0.1,7.2,ok
Kranthi,Anoop Engineering,ANUP.NS,2026-06-17,2026-06-17,,open,Accumulate,2118.65,1786.2,-15.7,0.5,-16.2,ok
Kranthi,Ather Energy,ATHERENERG.NS,2026-04-01,2026-07-27,,open,Add,771.05,1494.6,93.8,6.7,87.1,ok
Kranthi,Bandhan Small Cap Fund,,2026-04-21,2026-04-21,,open,Accumulate,,,,,,no-price
Kranthi,Bharat Electronics,BEL.NS,2025-12-29,2026-08-10,,open,Add/Buy,391.05,406.9,4.1,-6.7,10.7,ok
Kranthi,Belrise Industries,BELRISE.NS,2026-01-07,2026-01-07,,open,Add,183.53,229.66,25.1,-7.4,32.5,ok
Kranthi,Bharat Dynamics (BDL),,2026-06-22,2026-06-22,,open,Add,,,,,,no-price
Kranthi,Blue Jet Healthcare,BLUEJET.NS,2026-07-02,2026-07-02,,open,Add,568.2,590.1,3.9,0.1,3.7,ok
Kranthi,Blue Star,BLUESTARCO.NS,2026-05-19,2026-05-19,,open,Add,1673.79,1485.0,-11.3,2.5,-13.8,ok
Kranthi,Canara Bank,CANBK.NS,2026-04-07,2026-04-07,,open,Buy,125.37,129.45,3.3,4.7,-1.4,ok
Kranthi,CG Power,CGPOWER.NS,2026-06-22,2026-07-27,,open,Add,962.55,865.05,-10.1,0.4,-10.6,ok
Kranthi,CIE Automotive,CIEINDIA.NS,2026-08-07,2026-08-07,,open,Add,410.5,397.0,-3.3,-1.5,-1.8,ok
Kranthi,Clean Science,CLEAN.NS,2026-06-25,2026-08-04,,open,Add/Buy,779.05,829.45,6.5,0.6,5.8,ok
Kranthi,Cochin Shipyard,COCHINSHIP.NS,2026-06-22,2026-07-14,,open,Accumulate/Add,1476.4,1547.0,4.8,0.4,4.3,ok
Kranthi,Coforge,COFORGE.NS,2026-06-02,2026-06-02,,open,Buy,1512.5,1880.0,24.3,3.1,21.2,ok
Kranthi,Concord Biotech,CONCORDBIO.NS,2026-07-13,2026-07-13,,open,Buy,1343.65,1542.2,14.8,-0.0,14.8,ok
Kranthi,CSB Bank (Catholic Syrian Bank),,2026-07-20,2026-07-20,,open,Add,,,,,,no-price
Kranthi,Eternal,ETERNAL.NS,2026-07-27,2026-07-27,,open,Add,295.85,327.0,10.5,0.9,9.6,ok
Kranthi,Fineotex Chemicals,,2026-07-24,2026-07-24,,open,Add,,,,,,no-price
Kranthi,GE Vernova,GVT&D.NS,2026-07-01,2026-08-10,,open,Add/Buy,4883.61,4340.0,-11.1,0.8,-12.0,ok
Kranthi,Godavari Biorefineries,GODAVARIB.NS,2026-07-21,2026-07-21,,open,Buy,280.15,243.15,-13.2,0.1,-13.3,ok
Kranthi,Godfrey Phillips,GODFRYPHLP.NS,2026-07-01,2026-07-01,,open,Accumulate,2128.47,2153.3,1.2,0.8,0.3,ok
Kranthi,GRM Overseas,GRMOVER.NS,2026-06-05,2026-06-05,,open,Accumulate,152.18,88.84,-41.6,3.6,-45.2,ok
Kranthi,Groww,GROWW.NS,2026-08-10,2026-08-10,,open,Buy,193.34,196.24,1.5,-1.5,3.0,ok
Kranthi,HCL Technologies,HCLTECH.NS,2026-07-14,2026-07-14,,open,Accumulate,1154.91,1298.5,12.4,0.6,11.8,ok
Kranthi,HDFC,HDFCBANK.NS,2026-06-19,2026-08-18,,open,Accumulate/Add/Buy,779.8,727.2,-6.7,0.8,-7.6,ok
Kranthi,Heritage Foods,HERITGFOOD.NS,2026-07-17,2026-07-17,,open,Add,331.3,383.3,15.7,-0.5,16.2,ok
Kranthi,Hero MotoCorp,HEROMOTOCO.NS,2025-12-12,2026-08-10,,open,Add/Buy,5761.31,5595.0,-2.9,-7.1,4.2,ok
Kranthi,HFCL,HFCL.NS,2026-07-27,2026-07-27,,open,Add,192.54,235.89,22.5,0.9,21.6,ok
Kranthi,Hindustan Copper,HINDCOPPER.NS,2025-12-12,2025-12-12,2025-12-29,closed,Buy,381.69,486.67,27.5,-0.4,27.9,ok
Kranthi,Hitachi Energy (Power India),POWERINDIA.NS,2026-07-02,2026-08-10,,open,Add,33766.94,33125.0,-1.9,0.1,-2.0,ok
Kranthi,ICICI Bank,ICICIBANK.NS,2026-08-18,2026-08-18,,open,Buy,1412.0,1430.0,1.3,0.2,1.1,ok
Kranthi,ICICI Prudential AMC (IPO),ICICIAMC.NS,2025-12-15,2025-12-15,,open,Buy,2562.37,3222.8,25.8,-6.8,32.5,ok
Kranthi,IGIL,IGIL.NS,2026-04-10,2026-04-10,,open,Add,337.5,347.85,3.1,0.7,2.4,ok
Kranthi,Indo Farm Equipment,INDOFARM.NS,2026-06-09,2026-06-09,,open,Add,132.32,139.67,5.6,4.2,1.4,ok
Kranthi,Info Edge,NAUKRI.NS,2025-12-29,2025-12-29,,open,Buy,1352.34,1323.5,-2.1,-6.7,4.6,ok
Kranthi,Infosys,INFY.NS,2026-07-24,2026-07-27,,open,Accumulate/Buy,1040.9,1120.0,7.6,1.9,5.7,ok
Kranthi,Inox India,INOXINDIA.NS,2026-04-02,2026-07-20,,open,Accumulate/Add,1240.81,1926.7,55.3,6.6,48.7,ok
Kranthi,ITC Hotels,ITCHOTELS.NS,2025-12-15,2025-12-15,,open,Accumulate,189.52,166.67,-12.1,-7.0,-5.1,ok
Kranthi,Jai Bharat Maruti,,2026-07-14,2026-07-14,,open,Buy,,,,,,no-price
Kranthi,JBM Auto,JBMA.NS,2025-12-15,2025-12-15,,open,Accumulate,576.1,653.4,13.4,-7.0,20.4,ok
Kranthi,Jio Finance,JIOFIN.NS,2026-04-02,2026-04-02,,open,Add,228.94,241.0,5.3,6.6,-1.3,ok
Kranthi,JK Enterprises,,2026-07-01,2026-07-01,,open,Add,,,,,,no-price
Kranthi,Jyoti CNC,JYOTICNC.NS,2026-06-25,2026-06-25,,open,Accumulate,761.45,1012.7,33.0,0.6,32.4,ok
Kranthi,Karur Vysya Bank,KARURVYSYA.NS,2026-07-22,2026-07-22,,open,Add,336.53,354.35,5.3,0.9,4.4,ok
Kranthi,KEC International,KEC.NS,2026-07-20,2026-07-20,,open,Add,482.13,430.15,-10.8,-0.1,-10.7,ok
Kranthi,Kotak Mahindra Bank,KOTAKBANK.NS,2026-04-07,2026-07-13,,open,Accumulate/Buy,362.32,416.7,15.0,4.7,10.3,ok
Kranthi,Krishna Institute of Medical Sciences (KIMS),KIMS.NS,2026-08-13,2026-08-13,,open,Buy,807.55,756.1,-6.4,-0.8,-5.6,ok
Kranthi,Lalithaa Jewellery,LALITHAA.NS,2026-08-25,2026-08-25,,open,Add,249.87,244.0,-2.3,-0.5,-1.8,ok
Kranthi,Laurus Labs,LAURUSLABS.NS,2025-12-15,2026-07-27,,open,Accumulate/Add,1003.9,1887.0,88.0,-7.0,95.0,ok
Kranthi,Lemon Tree Hotels,LEMONTREE.NS,2026-08-21,2026-08-21,,open,Add,108.33,108.75,0.4,-0.2,0.6,ok
Kranthi,LG Electronics,LGEINDIA.NS,2026-07-02,2026-07-02,,open,Add,1567.9,1675.4,6.9,0.1,6.7,ok
Kranthi,L&T,LT.NS,2026-04-02,2026-04-02,,open,Add,3578.15,4038.1,12.9,6.6,6.3,ok
Kranthi,LT Foods,LTFOODS.NS,2026-07-02,2026-07-02,,open,Accumulate,378.74,451.3,19.2,0.1,19.0,ok
Kranthi,LTIMindtree,,2026-06-02,2026-06-02,,open,Buy,,,,,,no-price
Kranthi,LTIM (LTIMindtree),,2026-08-10,2026-08-10,,open,Add,,,,,,no-price
Kranthi,Mahindra & Mahindra (M&M),M&M.NS,2026-05-29,2026-05-29,,open,Add,3013.95,3398.2,12.7,2.8,9.9,ok
Kranthi,Manorama Industries,MANORAMA.NS,2026-07-20,2026-07-20,,open,Add,1601.1,1896.9,18.5,-0.1,18.6,ok
Kranthi,Mazagon Dock,MAZDOCK.NS,2026-03-25,2026-03-25,,open,Add,2251.83,2625.0,16.6,3.9,12.7,ok
Kranthi,Mphasis,MPHASIS.NS,2026-06-02,2026-06-02,,open,Buy,2325.36,2400.0,3.2,3.1,0.1,ok
Kranthi,MTAR Technologies,MTARTECH.NS,2026-05-19,2026-05-19,,open,Accumulate,6810.0,7082.0,4.0,2.5,1.5,ok
Kranthi,Narayana Hrudayalaya,NH.NS,2026-07-24,2026-07-24,,open,Add,1961.5,1882.7,-4.0,1.9,-5.9,ok
Kranthi,Natco Pharma,NATCOPHARM.NS,2025-12-15,2025-12-15,,open,Accumulate,902.14,863.4,-4.3,-7.0,2.7,ok
Kranthi,Netweb Technologies,NETWEB.NS,2026-05-19,2026-05-19,,open,Accumulate,3744.07,5271.9,40.8,2.5,38.3,ok
Kranthi,NTPC,NTPC.NS,2026-06-17,2026-06-17,,open,Buy,355.55,334.6,-5.9,0.5,-6.4,ok
Kranthi,Olectra Greentech,OLECTRA.NS,2026-06-02,2026-06-02,,open,Add,1285.2,1326.4,3.2,3.1,0.1,ok
Kranthi,Penar Industries,,2025-12-15,2025-12-15,,open,Add,,,,,,no-price
Kranthi,Persistent Systems,PERSISTENT.NS,2026-06-02,2026-06-02,,open,Buy,5451.57,5590.5,2.5,3.1,-0.5,ok
Kranthi,Piramal Pharma,PPLPHARMA.NS,2026-08-21,2026-08-21,,open,Buy,213.67,211.29,-1.1,-0.2,-0.9,ok
Kranthi,Power Finance Corporation,PFC.NS,2025-12-15,2025-12-15,,open,Add,332.1,364.1,9.6,-7.0,16.6,ok
Kranthi,Radico Khaitan,RADICO.NS,2026-08-10,2026-08-10,,open,Add,4550.0,4614.0,1.4,-1.5,2.9,ok
Kranthi,Raghav Productivity Enhancers,RPEL.NS,2026-01-07,2026-01-07,,open,Add,937.41,1736.7,85.3,-7.4,92.7,ok
Kranthi,RateGain,RATEGAIN.NS,2026-06-02,2026-06-02,,open,Add,774.8,934.05,20.6,3.1,17.5,ok
Kranthi,Raymond,RAYMONDREL.NS,2026-07-15,2026-07-15,,open,Add,713.65,575.2,-19.4,0.5,-19.9,ok
Kranthi,Reliance Industries,RELIANCE.NS,2026-07-03,2026-07-27,,open,Accumulate,1304.0,1298.0,-0.5,-0.3,-0.2,ok
Kranthi,Rossell Techsys,ROSSTECH.NS,2026-07-20,2026-07-20,,open,Add,978.6,1099.95,12.4,-0.1,12.5,ok
Kranthi,Sai Life Sciences,SAILIFE.NS,2026-07-20,2026-07-20,,open,Buy,1297.0,1461.0,12.6,-0.1,12.8,ok
Kranthi,Sai Parenterals,SAIPARENT.NS,2026-05-29,2026-05-29,,open,Buy,485.9,530.9,9.3,2.8,6.5,ok
Kranthi,SBI,SBIN.NS,2026-04-07,2026-08-18,,open,Accumulate/Buy,1012.16,1052.0,3.9,4.7,-0.8,ok
Kranthi,SBI Funds Management,,2026-07-21,2026-07-21,,open,Buy,,,,,,no-price
Kranthi,Schneider Electric,SCHNEIDER.NS,2026-07-22,2026-07-22,,open,Add,1342.3,1174.4,-12.5,0.9,-13.4,ok
Kranthi,SCTL [as heard],,2026-07-27,2026-07-27,,open,Buy,,,,,,no-price
Kranthi,Sem India,,2026-07-01,2026-07-01,,open,Add,,,,,,no-price
Kranthi,Shriram Finance,SHRIRAMFIN.NS,2026-07-27,2026-07-27,,open,Add,1038.2,1117.5,7.6,0.9,6.8,ok
Kranthi,Siemens Energy,ENRIN.NS,2026-06-02,2026-06-02,,open,Add,3623.3,3325.9,-8.2,3.1,-11.3,ok
Kranthi,SKF India,SKFINDIA.NS,2026-08-21,2026-08-21,,open,Add,1596.5,1587.1,-0.6,-0.2,-0.4,ok
Kranthi,Sonata Software,SONATSOFTW.NS,2025-12-29,2025-12-29,,open,Add,349.23,299.45,-14.3,-6.7,-7.6,ok
Kranthi,South Indian Bank,SOUTHBANK.NS,2026-07-22,2026-07-22,,open,Add,47.53,46.32,-2.6,0.9,-3.4,ok
Kranthi,TCS,TCS.NS,2026-04-10,2026-04-10,,open,Add,2476.95,2270.0,-8.4,0.7,-9.0,ok
Kranthi,TD Power Systems,TDPOWERSYS.NS,2026-07-01,2026-07-01,,open,Buy,596.07,727.8,22.1,0.8,21.3,ok
Kranthi,Tejas Networks,TEJASNET.NS,2026-06-17,2026-06-17,,open,Buy,602.0,505.05,-16.1,0.5,-16.6,ok
Kranthi,Tenneco,TENNIND.NS,2026-04-02,2026-07-02,,open,Accumulate/Add,531.45,539.6,1.5,6.6,-5.0,ok
Kranthi,Titan,TITAN.NS,2025-12-15,2026-08-05,,open,Accumulate/Add,3853.56,5100.0,32.3,-7.0,39.3,ok
Kranthi,TVS Motors,TVSMOTOR.NS,2026-07-15,2026-07-15,,open,Buy,3612.3,4464.0,23.6,0.5,23.0,ok
Kranthi,Vedanta Power,VEDPOWER.NS,2026-07-14,2026-07-14,,open,Buy,40.04,37.49,-6.4,0.6,-7.0,ok
Kranthi,Welspun Corp,WELCORP.NS,2026-07-27,2026-07-27,,open,Add,1599.8,2306.7,44.2,0.9,43.3,ok
Kranthi,Wipro,WIPRO.NS,2026-08-10,2026-08-10,,open,Buy,185.5,177.35,-4.4,-1.5,-2.9,ok
